bad_ar,gender,education,marital_status,age_decile,outstanding_balance,pay_this_month,no_activity_this_month,last_payment_portion,num_recent_payments,credit_limit
1,male,2-university,single,30,0.90822,3,0,0.03671830177854274,3,1.0
0,female,4-graduate school,married,30,2.49831,0,0,0.0357063226628444,6,2.6
0,female,4-graduate school,single,20,0.45245,0,0,0.03272806349896706,6,0.5
1,female,2-university,married,30,0.0,1,0,0.0,0,3.6
1,female,2-university,married,20,0.27896,2,0,0.0926803764377832,3,0.3
0,male,2-university,single,20,0.47605,0,0,0.04317354070282508,6,0.5
0,female,2-university,single,30,0.0,0,1,0.0,0,2.7
0,female,4-graduate school,married,40,0.0,0,1,1.0,6,2.5
0,male,4-graduate school,single,40,0.02487,0,1,1.0058436815193572,5,2.5
0,female,2-university,married,20,0.0,1,0,1.0,3,1.2
0,female,1-high school,single,30,0.19242,0,0,0.4246212378558326,6,2.5
0,female,2-university,single,20,0.00714,0,0,1.0,5,2.6
0,male,2-university,married,30,2.24461,2,0,0.04352204263453431,6,2.4
0,female,2-university,single,20,0.16224,0,0,0.10036130068245684,6,0.6
1,female,4-graduate school,married,40,0.0,0,0,1.0,5,2.5
0,female,2-university,single,20,0.95216,0,0,0.04028146156547857,6,1.0
0,female,4-graduate school,single,30,0.0,1,0,1.0,3,1.5
0,female,4-graduate school,married,40,1.58176,0,0,0.045102369039109566,6,1.7
0,female,4-graduate school,single,30,0.25024,0,0,0.11226709543176014,6,7.1
0,male,2-university,married,50,0.0542,0,0,0.15881418740074113,5,0.2
0,female,2-university,single,30,0.79712,0,0,0.0479243572307493,4,3.6
1,female,1-high school,married,60,0.0,1,0,0.0,0,1.5
0,female,1-high school,married,40,0.0,0,0,1.001378100726635,6,1.5
0,male,1-high school,single,50,0.06416,0,0,0.15590809628008753,6,0.5
0,female,1-high school,married,30,1.22283,2,0,0.04151617054842861,4,1.4
0,male,4-graduate school,married,40,0.0,1,0,1.0049019607843137,4,2.5
0,male,2-university,single,30,0.08674,0,0,0.19669433314253004,3,0.2
0,female,2-university,married,40,0.0,0,1,1.0,2,3.6
1,female,2-university,married,30,0.02734,0,0,1.0,3,1.6
0,female,2-university,married,30,0.2546,0,0,0.06248893609488405,4,1.8
0,male,2-university,single,20,0.27169,0,0,0.0505542916982631,6,0.5
0,male,2-university,single,40,0.18494,0,0,0.0691184814566462,5,0.5
1,female,4-graduate school,married,60,0.17024,2,0,0.09792401096748923,4,2.2
1,male,2-university,married,30,0.72265,0,0,0.05264092546552337,4,1.5
0,male,2-university,married,40,0.0,0,0,1.0047830543218312,1,1.6
0,female,1-high school,single,30,0.0,0,0,1.0,5,1.6
0,female,2-university,married,20,0.70396,0,0,0.044876670650874716,6,2.0
0,male,4-graduate school,single,30,0.03034,0,0,0.395671834625323,5,1.9
1,female,2-university,married,30,0.45748,0,0,0.04538039844899051,6,0.5
0,male,2-university,single,20,0.0,0,0,1.0,4,0.5
0,female,2-university,single,30,0.85114,0,0,0.036342684926649826,6,1.4
0,female,2-university,single,20,0.46667,0,0,0.04401848776486124,5,0.6
0,female,1-high school,married,20,0.06783,0,0,0.17135023989033585,5,0.1
0,male,4-graduate school,single,20,0.0,1,0,1.7238870604538368,6,4.0
0,female,4-graduate school,single,40,3.70021,0,0,0.03547001749642119,6,5.0
0,female,2-university,single,20,0.0,0,0,1.0015022338412314,6,3.2
0,male,4-graduate school,married,50,0.02115,0,0,0.0,0,2.4
0,female,1-high school,married,40,1.2348,0,0,0.03704268176518552,6,1.1
1,male,4-graduate school,single,20,0.0,1,0,0.0,0,2.4
1,female,1-high school,single,30,0.2318,2,0,0.11179157151754204,5,0.5
0,female,1-high school,single,40,0.0,2,0,1.0,2,1.0
0,male,4-graduate school,single,20,0.09523,0,0,1.0225296442687748,6,0.5
1,male,1-high school,single,20,0.23437,0,0,0.07730066092065087,2,0.5
1,male,2-university,married,40,0.0,0,1,1.0,5,0.5
0,female,2-university,single,30,0.5715,0,0,0.08807339449541285,3,1.5
0,female,2-university,married,30,0.03551,0,1,1.0083194675540765,6,2.0
0,female,2-university,single,20,0.44234,0,0,0.062309178141940307,6,0.8
0,male,4-graduate school,married,30,0.0,0,0,1.0053967528012806,6,3.6
0,male,2-university,single,40,0.36878,0,0,0.050103965728887444,6,1.2
0,male,4-graduate school,single,20,0.6536,0,0,0.07966915840036382,6,2.3
1,female,2-university,married,30,0.51546,0,0,0.049842555105713,6,0.6
0,male,2-university,married,30,0.09549,1,0,0.26704498038888425,4,0.9
1,male,2-university,single,20,0.47247,3,0,0.048947626040137054,6,0.5
0,male,2-university,married,30,0.00576,0,0,1.0,6,2.4
0,female,2-university,married,40,0.06446,0,0,2.0,6,2.3
0,female,4-graduate school,single,20,0.20848,0,0,0.18059855521155832,6,0.8
0,female,4-graduate school,single,20,0.0,0,0,1.006926406926407,6,4.0
0,male,4-graduate school,married,40,1.12075,0,0,0.04867385104093727,5,1.2
0,male,4-graduate school,married,30,0.0,1,0,1.0,4,2.5
0,female,4-graduate school,single,20,0.29846,1,0,0.2145577428525452,4,0.3
0,female,4-graduate school,married,50,1.44959,0,0,0.04717294531924789,6,1.5
0,male,1-high school,single,30,1.99995,2,0,0.03788309277569421,5,3.1
0,male,2-university,single,30,1.31587,0,0,0.028886497728799115,5,1.5
0,female,4-graduate school,single,20,0.0954,0,0,0.25728987993138935,4,0.8
1,female,4-graduate school,married,30,0.0,1,0,0.0,0,2.0
0,male,2-university,single,20,0.33866,0,0,0.044758133930108454,6,0.5
1,male,2-university,married,20,2.11646,0,0,0.06436650353452963,6,1.9
0,male,2-university,single,30,0.26773,2,0,0.12021036814425244,4,0.5
1,male,2-university,single,30,0.22977,1,0,0.05562840227281758,3,1.0
0,male,4-graduate school,married,30,1.38756,0,0,0.04105393413595313,6,1.5
0,male,2-university,single,40,0.1799,0,0,0.07513903680037866,4,0.8
0,male,2-university,married,30,0.0,1,0,1.0,6,2.0
0,female,1-high school,single,40,1.12497,0,0,0.038593009152056455,6,1.2
1,female,2-university,married,40,0.59354,2,0,0.030387754032187603,5,0.6
1,male,4-graduate school,single,30,0.005,0,0,1.0,4,1.2
0,male,2-university,married,40,0.0,0,1,1.0,4,1.3
1,female,4-graduate school,single,30,0.0,0,0,1.0,4,2.4
0,female,2-university,single,20,0.07987,0,0,0.284239565720388,5,0.9
1,male,2-university,single,20,0.05974,2,0,0.17391304347826086,5,2.1
0,female,2-university,single,20,0.0,0,0,1.0,6,0.9
0,female,4-graduate school,married,40,0.0,0,1,1.0049044914816727,6,4.2
1,male,4-graduate school,married,60,1.7698,0,0,0.036342708544266696,5,2.9
0,male,4-graduate school,single,20,0.37962,0,0,0.10818378515973018,5,3.9
0,male,4-graduate school,single,30,0.00489,0,1,1.0,3,2.3
0,female,2-university,married,20,0.12248,0,0,0.10852823730747291,6,0.9
0,female,2-university,married,40,0.0,1,0,1.0,2,2.8
0,female,4-graduate school,single,20,0.05824,0,1,1.005010464895034,6,2.8
0,female,1-high school,married,20,0.0,0,1,1.0201491431675638,5,0.3
0,male,2-university,married,30,0.17254,0,0,0.06973239802546116,6,0.2
0,female,4-graduate school,married,40,0.12435,0,0,1.0,6,1.8
1,female,1-high school,single,20,0.05639,0,0,0.17940437746681018,6,0.7
0,female,2-university,married,30,0.0,0,0,1.0027950310559006,6,2.3
0,male,2-university,single,30,0.14003,0,0,0.16522553285234345,6,0.5
0,male,2-university,married,40,0.0,0,0,1.006371755366376,4,2.5
0,male,4-graduate school,married,40,1.03859,0,0,0.04999305651992779,6,1.4
0,female,2-university,married,40,0.41516,0,0,0.0469693580854395,5,1.4
0,female,4-graduate school,single,20,0.0,0,0,1.0,5,1.3
0,female,2-university,married,40,0.739,0,1,1.0,1,1.2
1,female,2-university,single,40,0.44193,1,0,0.10531637037661135,3,0.6
0,female,1-high school,single,30,0.74485,0,0,0.03669121182216149,6,0.8
0,female,4-graduate school,married,40,0.0,0,0,1.0054073325806643,6,2.4
1,male,1-high school,married,30,0.44727,0,0,0.04169011735768036,3,0.5
0,female,4-graduate school,single,30,0.12091,0,1,1.0,4,2.7
0,female,4-graduate school,married,50,0.0,0,0,0.5507618872774004,6,1.7
1,male,2-university,married,50,0.40534,0,0,0.044135152458566064,6,0.5
0,female,5-phd,married,20,1.16436,0,0,0.05474181414372072,6,2.3
0,female,4-graduate school,single,20,0.03796,0,1,1.0,6,3.9
1,female,2-university,married,30,1.42754,0,0,0.05788394272628904,6,2.0
0,female,2-university,married,20,1.68095,0,0,0.03713120813638298,6,5.0
1,female,4-graduate school,single,20,0.1419,3,0,0.18589860076322007,2,0.3
0,female,4-graduate school,single,30,0.26619,0,0,1.0852965069049554,6,4.5
0,male,2-university,single,20,0.09612,0,0,0.1263974035340786,6,0.5
0,female,4-graduate school,single,20,0.46353,0,0,0.03768559684590219,6,0.5
0,male,4-graduate school,single,40,1.09294,0,0,0.05087116876510238,5,2.2
0,female,2-university,single,30,0.27965,0,0,0.0713063320022818,6,0.3
0,female,1-high school,married,40,0.33542,3,0,0.03272572569296724,6,0.5
0,male,2-university,married,30,0.46331,0,0,0.043746930757898185,6,0.5
1,female,2-university,single,20,0.2651,2,0,0.07022225343211264,2,0.3
1,female,4-graduate school,single,40,0.0,0,0,1.0,5,2.0
1,female,2-university,married,40,0.43244,1,0,0.088427102907041,3,0.5
0,female,2-university,single,20,0.43788,0,0,0.08845447911368612,6,0.8
1,male,1-high school,married,20,0.08035,3,0,0.17608586282072783,3,0.2
0,female,2-university,married,40,0.66142,0,0,0.03660237879506983,6,0.7
0,male,1-high school,married,40,0.15722,0,0,0.0,0,1.3
0,male,1-high school,married,30,1.8291,0,0,0.0501645396901838,6,2.0
0,female,4-graduate school,married,30,0.087,0,1,1.0019142419601839,6,3.2
0,female,4-graduate school,single,20,0.57937,0,0,0.2155983863738234,6,1.7
0,female,4-graduate school,single,30,0.0,0,0,1.0018912171873817,6,2.8
0,female,2-university,single,30,0.06714,0,0,0.14176663031624864,3,0.1
0,male,4-graduate school,married,30,2.04441,1,0,0.04225400808036905,5,2.0
0,male,2-university,single,20,0.59198,0,0,0.06232423804818728,6,0.7
0,female,4-graduate school,single,40,1.89619,0,0,0.07290978349593812,6,2.3
0,female,4-graduate school,single,40,0.0,0,0,1.0,2,1.5
0,female,4-graduate school,married,20,0.90322,0,0,0.050613947179284725,5,3.2
0,male,4-graduate school,single,20,0.33906,3,0,0.05399859603650305,3,0.5
1,female,2-university,married,40,0.02667,1,0,0.6244146113019045,5,2.0
1,male,2-university,married,30,0.0,0,0,1.0,6,2.0
0,female,2-university,single,20,0.02248,0,0,1.0004079135223332,4,1.6
0,male,4-graduate school,single,40,0.0,0,0,0.6261740763932373,5,3.8
1,male,2-university,married,50,0.06583,0,0,0.31150707121051646,4,0.5
0,female,2-university,married,50,0.07402,0,1,1.0,6,5.0
0,male,1-high school,married,30,0.36808,0,0,0.05015170891948143,6,1.5
1,male,2-university,single,30,0.53291,0,0,0.05138306071765008,6,0.9
1,male,2-university,divorced,40,0.21677,0,0,0.11126358342914364,4,0.6
0,male,4-graduate school,single,20,0.0,0,0,1.0005102040816327,6,1.4
0,female,4-graduate school,single,40,0.01342,0,0,1.0,6,2.2
0,male,1-high school,single,40,2.52111,0,0,0.041384291551446614,6,4.5
0,male,2-university,married,40,2.0515,0,0,0.0,0,2.0
1,female,4-graduate school,single,30,0.27796,0,0,0.09498367468091422,6,1.4
1,female,4-graduate school,married,40,0.04615,0,0,0.2354603249352484,6,2.9
0,male,4-graduate school,single,30,0.72281,0,0,0.1548467017652524,6,2.6
0,female,4-graduate school,single,20,0.57999,0,0,0.05185694635488308,6,0.6
0,male,4-graduate school,single,30,0.0,0,0,1.0065549045768316,6,2.8
0,female,1-high school,married,40,0.66203,0,0,0.04711844002407716,6,3.1
0,female,1-high school,married,50,0.03627,0,0,0.3156897821740503,6,0.8
0,female,4-graduate school,single,30,0.73796,0,0,1.0,6,1.5
0,male,2-university,single,20,0.4789,0,0,0.039313954783383454,6,0.8
1,female,2-university,married,40,0.0,0,0,1.0002241348395196,6,4.8
0,female,2-university,married,30,0.23589,1,0,0.07307741907750505,5,3.5
0,male,4-graduate school,single,30,0.0,1,0,1.0,3,2.3
0,male,1-high school,single,40,1.06279,0,0,0.03940126751167445,6,1.8
1,male,2-university,married,30,0.48564,0,0,0.04362655667486317,6,0.5
1,female,2-university,married,40,2.57129,1,0,0.03513131716553137,4,3.1
0,male,4-graduate school,married,40,0.03859,0,0,0.3076607527433084,3,0.1
0,male,4-graduate school,single,20,0.06884,0,0,0.40678195082410157,6,2.8
1,male,2-university,single,50,0.48274,0,0,0.04638923883447799,6,0.5
1,female,2-university,single,50,0.09224,2,0,0.12798910731001617,4,0.5
0,female,4-graduate school,single,20,0.08352,1,0,0.11531365313653137,2,0.1
0,male,4-graduate school,married,40,2.82454,0,0,0.040706376350275984,6,2.9
0,male,4-graduate school,single,30,0.0,1,0,1.0,2,2.4
1,female,2-university,single,20,0.48006,1,0,0.047044735266444274,5,1.0
0,female,2-university,single,20,0.14025,0,0,1.005865884548727,6,1.6
0,male,2-university,married,40,1.63154,0,0,0.05495260337958511,6,2.3
0,female,2-university,married,40,0.0,0,1,1.0,1,2.3
0,female,1-high school,married,40,0.0,1,0,1.0,4,3.0
0,male,1-high school,single,30,2.01438,0,0,0.05481375841666077,6,5.0
0,male,4-graduate school,single,20,0.00124,0,0,0.8291873963515755,5,2.0
0,female,4-graduate school,single,40,1.20615,0,0,0.06452861844227915,6,2.1
0,female,2-university,single,20,0.00373,0,0,1.0040189125295509,3,0.5
0,male,2-university,single,20,1.0014,0,0,0.10399799053878679,4,1.3
0,female,2-university,married,30,0.02522,0,0,1.0,5,0.9
0,female,1-high school,married,30,0.0,0,0,1.0,6,0.8
0,male,1-high school,single,20,0.00732,2,0,0.4877810838495683,4,0.3
0,female,2-university,single,30,0.0,1,0,1.0,3,4.8
0,female,1-high school,married,40,0.44074,0,0,0.19620538779994898,6,0.8
0,female,2-university,single,20,0.34226,0,0,0.05404433129479481,6,0.9
0,male,2-university,married,30,0.32945,1,0,0.0997463592578871,3,0.7
0,male,1-high school,single,30,0.03458,0,0,0.27746947835738067,5,0.5
0,female,1-high school,married,30,0.69164,0,0,0.05541898171173604,6,1.1
0,male,2-university,single,30,0.95602,0,0,0.04981892736017168,6,1.2
0,male,2-university,single,20,0.00998,0,1,1.0046511627906978,5,1.8
1,male,2-university,single,30,0.38059,1,0,0.050819156402003726,3,0.5
0,female,4-graduate school,married,20,0.0,0,0,1.0,5,1.5
0,female,4-graduate school,single,30,0.0,1,0,0.0,0,3.4
0,female,2-university,single,30,3.42034,0,0,0.030792510436578744,6,3.0
1,female,4-graduate school,married,30,1.0316,0,0,0.14820523460888638,6,1.5
0,male,4-graduate school,single,30,0.65707,2,0,0.05562972852692479,6,0.3
0,male,2-university,single,50,0.39515,0,0,0.283598329296971,6,0.5
1,male,4-graduate school,married,40,0.02206,0,0,1.0,4,1.0
0,female,2-university,married,30,0.0,0,0,1.0,5,2.7
1,male,4-graduate school,married,40,0.0,0,0,1.004997043512539,6,3.2
0,male,2-university,single,20,2e-05,0,0,1.0,6,1.6
0,female,4-graduate school,single,20,0.07545,0,0,0.28788024181940314,6,3.0
1,female,2-university,married,40,0.00273,0,0,0.9402914903620122,3,0.3
0,male,1-high school,married,40,0.0,0,1,1.005012531328321,3,2.9
0,female,2-university,married,40,0.0,0,1,1.0,6,1.8
0,male,4-graduate school,married,50,1.31664,0,1,0.16049724966076717,6,1.5
0,female,2-university,married,30,0.5211,0,0,0.04123280452125243,6,0.6
0,female,4-graduate school,single,30,0.03975,0,1,1.0,3,2.6
1,male,2-university,married,30,1.37696,0,0,0.042891807022552096,6,1.5
0,male,1-high school,married,50,2.04423,0,0,0.046601579793555004,6,2.3
0,female,4-graduate school,single,20,0.0,1,0,0.0,0,2.5
0,female,2-university,married,20,0.00875,0,0,0.3575305291723202,6,0.7
1,male,1-high school,married,40,0.01982,0,0,1.004805125467165,4,3.6
0,male,4-graduate school,married,30,0.0,0,0,1.0,3,2.0
0,female,4-graduate school,single,30,0.25751,0,0,0.07121057985757884,4,0.3
0,male,2-university,married,30,0.0,0,0,1.0,5,0.2
0,male,1-high school,single,60,0.5568,0,0,0.05550366911274183,4,0.8
0,female,4-graduate school,single,30,0.0,0,1,1.00496640373941,6,2.6
0,female,2-university,married,30,0.6174,0,0,0.044982906495531695,6,2.1
0,male,1-high school,married,30,0.31314,0,0,0.10454362685967028,5,0.5
0,male,4-graduate school,single,20,0.62536,0,0,0.060761112887751836,3,1.4
0,male,1-high school,married,40,0.46374,2,0,0.046096803286902494,4,0.9
0,male,2-university,married,30,0.30691,0,0,0.24603174603174602,2,0.2
0,male,4-graduate school,married,40,0.0,0,0,1.0,6,3.6
0,female,2-university,married,50,0.18208,0,0,1.0,6,5.8
0,male,2-university,single,30,0.26125,0,0,0.10367324222373385,5,1.8
0,male,2-university,married,50,0.57517,0,0,0.051909908986902994,6,0.6
0,female,2-university,married,20,0.35331,0,0,0.13575889220743959,6,0.6
0,male,2-university,single,30,0.48495,0,0,0.049133288785818165,6,0.5
0,female,2-university,married,30,0.0,0,0,1.0,6,1.0
0,male,4-graduate school,married,40,1.36068,0,0,0.05976563891296347,6,3.8
0,female,4-graduate school,married,30,0.0,0,0,1.0,5,3.1
1,male,2-university,single,30,0.28731,1,0,0.05110344827586207,4,0.5
0,male,2-university,single,30,0.14128,0,0,0.11467232383464251,6,0.2
0,female,2-university,single,50,0.2262,0,0,0.16082204061928898,5,0.3
1,female,2-university,single,30,0.32814,1,0,0.04694551291758791,3,0.5
1,female,1-high school,divorced,50,0.10033,1,0,0.45186862967157415,3,0.3
0,male,4-graduate school,married,40,4.79397,0,0,0.03663878293427291,6,4.9
0,female,4-graduate school,single,30,1.99592,0,0,0.08666624044424553,5,5.0
0,male,1-high school,single,20,0.11065,0,0,1.0,1,0.8
0,male,2-university,married,30,2.0515,0,0,0.0,0,2.0
0,male,4-graduate school,single,20,1.96849,0,0,0.03944105303319344,6,3.6
1,male,2-university,married,30,0.27487,0,0,0.06610426415343043,6,0.3
0,female,4-graduate school,married,30,0.42931,0,0,0.06596049003959288,6,1.7
0,male,2-university,single,20,0.04703,0,0,0.23747328425552125,4,0.1
0,female,2-university,married,50,0.0,1,0,0.0,0,2.3
1,male,4-graduate school,married,40,0.0,0,0,1.0,4,2.0
0,female,4-graduate school,single,30,0.59124,0,0,0.03702447572211859,6,1.6
1,male,2-university,married,30,2.6524,2,0,0.037221031395788674,6,2.7
0,male,2-university,single,20,0.55748,0,0,0.04026713808681988,6,0.8
1,female,4-graduate school,single,20,0.0,0,0,1.0,1,3.6
0,female,2-university,single,20,1.08003,0,0,0.03663534538195011,6,1.4
0,female,1-high school,single,40,0.73494,0,0,0.03961458839164771,6,0.8
0,female,4-graduate school,single,20,0.00612,0,0,0.39476553980370777,6,2.0
0,female,4-graduate school,single,20,0.0,0,0,1.0,6,0.8
0,male,4-graduate school,married,30,0.08804,0,0,0.45458678061641966,6,3.9
1,female,2-university,single,30,0.0,0,0,1.0,6,0.8
1,female,1-high school,married,40,0.3854,0,0,0.053742666635251984,6,0.8
1,male,2-university,married,30,0.21635,1,0,0.06692690944578561,4,0.2
0,female,1-high school,single,20,0.26573,0,0,0.07517895289135404,6,0.3
0,male,5-phd,single,20,0.04363,0,0,2.0,4,0.6
0,female,2-university,single,20,0.57022,0,0,0.03633567081238423,6,1.0
0,male,2-university,married,50,0.76771,0,0,0.06321894237492631,6,1.0
0,female,1-high school,married,40,0.65782,0,0,0.096931427938407,4,0.4
0,female,4-graduate school,single,30,0.0,0,0,1.0,6,1.2
0,female,1-high school,married,50,0.11497,0,0,0.08713510341792577,6,0.2
0,female,2-university,single,20,0.78561,0,0,0.09770881577683631,6,3.1
1,male,2-university,single,20,0.19203,1,0,0.07119758838037818,5,0.5
0,male,2-university,married,40,0.09502,1,0,0.18181818181818182,2,5.0
0,male,1-high school,married,40,1.44196,0,0,0.050202418726789426,5,2.9
0,male,2-university,single,30,0.17448,0,0,0.09476037606053657,4,0.3
0,female,4-graduate school,single,20,0.0085,0,0,1.0,2,1.0
0,female,4-graduate school,single,30,0.0,0,0,1.0010519094443173,3,3.6
1,male,1-high school,married,50,0.023,0,0,0.0,0,0.2
1,female,2-university,married,30,1.03984,1,0,0.04347629183460894,5,1.5
0,female,4-graduate school,married,30,0.0,0,0,1.352376188094047,5,3.6
0,female,2-university,married,30,0.24085,0,0,0.08313963141291715,6,4.9
0,female,2-university,married,40,0.0703,0,0,1.0044500953591862,6,0.4
0,female,1-high school,married,30,0.0149,0,0,1.0,2,1.0
0,female,2-university,single,20,0.12366,0,0,0.1240545567265964,6,0.2
0,female,2-university,married,30,0.34664,0,0,0.30962947672618435,6,5.0
0,male,2-university,single,20,0.47942,0,1,0.035053844775762885,6,0.5
0,male,4-graduate school,single,30,0.0,0,0,1.0024213075060533,6,2.6
0,female,2-university,married,40,0.02457,0,0,1.0,2,1.4
0,male,4-graduate school,single,40,0.0,0,0,1.0,6,2.6
0,female,4-graduate school,single,30,0.0,0,0,1.005035911830265,6,2.0
0,female,2-university,single,20,0.45481,0,0,0.07469236337314514,6,0.5
0,female,4-graduate school,single,30,0.0,1,0,1.0,2,2.0
0,female,2-university,single,20,0.0409,0,0,0.3013444598980065,5,0.2
0,male,1-high school,single,20,0.0205,0,0,0.36859565057132326,5,0.1
0,male,2-university,single,30,0.2632,0,0,0.057918490153172866,6,0.3
0,female,1-high school,married,40,0.70121,0,0,0.04962406015037594,6,1.7
0,female,1-high school,married,40,0.0036,0,0,0.998766954377312,3,0.5
1,female,4-graduate school,single,30,0.06985,0,0,1.00614489003881,6,4.2
0,female,2-university,married,30,0.07132,0,0,0.13547311379741558,6,0.7
0,female,2-university,married,30,0.0,0,0,1.0,6,3.0
0,male,2-university,single,30,5.30053,2,0,0.006118843025628227,6,5.0
0,female,2-university,single,40,0.14657,0,0,0.07589417241176125,4,0.2
0,female,4-graduate school,single,30,1.56001,0,0,0.03669159248849719,6,2.8
0,male,4-graduate school,married,40,0.0,0,0,1.0,3,1.5
0,male,2-university,married,30,0.0,0,0,1.0,4,1.8
0,male,4-graduate school,single,20,0.45401,0,0,0.10804970286331712,1,0.5
0,female,2-university,single,20,0.0,1,0,1.0,3,1.5
0,male,2-university,single,20,0.24386,1,0,0.18597039351335268,2,0.3
0,male,4-graduate school,married,30,0.0,0,1,1.0182202270926854,2,2.5
0,female,1-high school,married,30,0.33672,0,0,0.09817637385563165,4,3.0
0,male,2-university,married,30,1.07192,0,0,0.03324689141565264,6,0.8
0,female,1-high school,married,50,0.48619,0,0,0.07584787084191137,6,0.5
0,male,1-high school,married,30,0.0,0,0,1.0,5,1.2
1,female,2-university,married,30,3.77779,3,0,0.0,0,3.3
0,female,2-university,divorced,30,1.02462,0,0,0.04394575117797169,6,1.4
0,female,2-university,married,50,0.03227,3,0,0.2522704339051463,2,1.5
0,male,4-graduate school,married,50,0.02614,0,0,0.0,4,3.3
0,female,4-graduate school,married,30,3.06198,2,0,0.04826585585096435,6,3.8
0,male,2-university,married,30,0.44255,0,0,0.043324587462324086,6,0.5
0,female,4-graduate school,single,20,1.00546,0,0,0.037977327535461326,6,1.2
0,female,2-university,married,30,1.25102,0,0,0.07099116560625851,6,1.5
0,female,2-university,married,30,1.22226,0,0,0.04214272335643379,6,1.3
0,female,2-university,single,20,0.74892,0,0,0.04611166500498504,3,1.6
0,female,1-high school,married,40,0.0,0,0,0.8668488871534556,1,0.3
0,male,2-university,married,30,0.0,1,0,1.1689750692520775,2,3.7
0,female,4-graduate school,married,50,0.00117,0,0,1.0,6,1.8
0,male,2-university,married,50,0.4858,2,0,0.04959333465582226,5,0.5
1,female,4-graduate school,single,30,0.0,0,0,1.0,6,1.7
1,female,2-university,married,20,0.31133,0,0,0.09610250934329952,5,0.6
0,male,2-university,single,30,0.05201,0,0,1.0106444521578155,6,0.2
1,male,2-university,single,20,0.13832,1,0,0.13803765667274032,5,0.2
0,female,4-graduate school,single,20,0.33427,0,0,0.055085796127468535,5,0.5
0,female,1-high school,single,50,0.04668,0,0,0.2799334811529933,5,1.5
0,female,2-university,married,30,1.61851,0,0,0.04654020142599177,5,1.7
0,female,2-university,married,40,0.25862,0,0,0.06871435442864014,4,0.3
1,female,4-graduate school,single,20,0.0,1,0,1.0,1,0.5
0,male,2-university,single,20,0.0,0,0,1.0,4,1.0
0,male,4-graduate school,married,50,0.96766,0,0,1.005017790347596,6,5.0
0,male,4-graduate school,single,30,0.0,0,0,1.0,6,1.8
0,male,4-graduate school,single,30,0.0064,0,1,1.0049906425452277,5,2.8
0,female,2-university,single,20,0.015,0,0,1.0,2,0.5
0,female,2-university,married,40,3.25998,0,0,0.03743567310087551,6,3.6
0,male,4-graduate school,married,40,0.0,0,0,1.0010330934260823,6,1.7
1,male,2-university,married,30,0.62737,3,0,0.04402899139741245,4,0.9
0,female,2-university,married,20,0.4769,0,0,0.041423767931398105,6,0.5
1,male,4-graduate school,married,20,0.0,0,0,1.0099715099715099,6,0.2
0,female,2-university,married,30,1.06181,0,0,0.039775401420706416,6,2.2
0,female,3-trade school,single,20,0.02017,0,0,1.0,4,2.0
0,female,4-graduate school,single,20,0.63648,0,0,0.045019358324079356,6,0.7
1,female,4-graduate school,married,20,1.77178,0,0,0.0461557988991842,6,4.0
0,female,4-graduate school,married,30,0.09999,0,0,1.0,1,0.9
1,female,1-high school,single,50,0.513,3,0,0.03997122072108082,3,0.5
1,male,1-high school,married,30,0.69311,1,0,0.04180416036170717,5,0.6
0,female,1-high school,married,40,0.0,1,0,0.0,0,0.5
1,male,4-graduate school,married,50,0.21509,1,0,0.1492413564381063,3,1.0
1,female,2-university,married,30,0.90508,2,0,0.04634970336189848,6,1.8
0,female,4-graduate school,married,40,0.0,1,0,1.0,1,2.1
0,female,4-graduate school,married,30,0.0315,0,0,1.0,5,4.3
0,female,2-university,married,40,0.01381,0,0,1.0092850510677809,4,0.2
1,female,2-university,married,50,1.40409,0,0,0.026959790162515887,6,0.4
0,female,4-graduate school,single,20,0.05784,0,1,1.0,5,1.8
0,female,4-graduate school,single,20,0.0,0,0,0.7644675483525725,5,1.4
0,female,1-high school,single,40,0.27259,0,0,0.05799588194921071,4,0.3
0,male,4-graduate school,married,30,0.97245,0,0,0.048243921265920496,5,2.1
1,male,2-university,married,30,1.12662,3,0,0.0,0,0.9
0,female,4-graduate school,married,20,0.49294,0,0,0.06718991556665478,4,1.6
0,female,2-university,single,20,0.0,1,0,2.0,6,1.3
1,female,2-university,single,20,0.0686,0,0,0.18450184501845018,4,0.1
0,male,2-university,married,30,1.23339,0,0,0.15890167164558572,6,1.7
0,male,2-university,single,20,0.14167,0,0,0.09320149777673765,6,0.2
0,female,4-graduate school,single,20,0.36443,0,0,0.06247178525540855,6,0.5
0,male,4-graduate school,married,50,0.12059,0,1,1.123236331569665,6,3.6
0,female,4-graduate school,single,20,0.01413,0,0,1.8181818181818181,3,0.5
0,female,4-graduate school,single,20,0.0,0,0,0.9308510638297872,4,0.8
0,male,4-graduate school,single,30,0.0,0,0,1.0190300798035605,6,1.6
0,male,4-graduate school,married,30,1.63183,0,0,0.08910540614684825,6,3.8
0,female,4-graduate school,single,30,0.24751,0,0,0.26582992107293335,6,2.2
0,male,1-high school,single,50,0.0,0,1,0.0,0,0.5
0,female,2-university,single,50,0.9131,0,0,0.04085718371432657,5,1.4
0,male,4-graduate school,single,40,0.53696,2,0,0.04709107202474038,5,2.7
0,male,2-university,single,20,0.49212,0,0,0.039868434167248085,6,0.5
1,female,2-university,single,20,0.49111,1,0,0.07187780772686433,3,1.0
0,male,2-university,single,20,0.03068,0,0,1.0059952038369304,6,3.6
