customer_id,region,segment,industry,tenure_months,credit_limit,avg_balance,annual_spend,prior_late_count,days_since_last_order,orders_per_year,discount_rate,avg_order_value,noise_a,noise_b,days_to_pay,defaulted
C-01436,Mountain North,School District,Public Sector,10,67204.05,37248.29,387198.19,0,59,26,0.0,14892.24,69.064,40.769,56.4,0
C-01437,Mountain North,Outfitter,Recreation Services,37,51926.07,27023.01,253165.32,4,23,10,6.75,25316.53,55.178,76.008,46.3,1
C-01438,Desert Southwest,Outdoor Retail,Retail,12,13767.69,3360.94,16935.37,3,59,5,4.1,3387.07,49.753,8.365,33.2,1
C-01439,Desert Southwest,Outdoor Retail,Retail,31,29864.85,13265.2,105932.05,1,21,43,2.94,2463.54,42.438,11.903,30.4,0
C-01440,Mountain Central,School District,Public Sector,91,35153.85,17214.87,153558.99,1,26,13,0.03,11812.23,47.562,72.68,57.7,0
C-01441,Mountain Central,School District,Public Sector,37,45982.16,27761.29,280796.68,4,18,13,0.0,21599.74,60.032,49.103,61.4,0
C-01442,Desert Southwest,Outdoor Retail,Retail,12,33701.78,16519.87,153795.03,1,45,16,4.66,9612.19,25.008,47.561,36.2,0
C-01443,Desert Southwest,Outdoor Retail,Retail,26,13471.85,4757.37,22046.88,1,49,2,4.85,11023.44,41.638,64.73,28.7,1
C-01444,Desert Southwest,School District,Public Sector,3,12690.71,4356.99,18168.3,2,18,3,0.0,6056.1,34.979,46.455,45.1,0
C-01445,Mountain North,School District,Public Sector,16,31843.19,14291.52,101057.59,2,49,10,2.58,10105.76,68.138,90.786,37.0,0
C-01446,Mountain Central,School District,Public Sector,47,35292.05,22192.3,215337.63,1,39,12,0.59,17944.8,62.25,46.871,48.0,0
C-01447,Mountain North,Outdoor Retail,Retail,28,34468.51,15593.74,121528.88,3,73,11,7.23,11048.08,40.852,88.456,30.3,0
C-01448,Mountain Central,Outfitter,Recreation Services,57,20219.46,7917.83,46655.19,1,6,11,4.06,4241.38,57.208,78.948,23.1,0
C-01449,Mountain North,School District,Public Sector,23,35003.14,13386.39,117176.02,2,43,18,0.0,6509.78,95.955,11.435,31.8,0
C-01450,Mountain Central,Outfitter,Recreation Services,11,62755.38,31588.49,283962.34,2,66,22,7.22,12907.38,14.406,65.591,43.6,0
C-01451,Mountain Central,Resort,Hospitality,37,11769.15,4818.39,21354.14,4,65,21,4.39,1016.86,22.179,33.806,25.4,0
C-01452,Mountain Central,Outdoor Retail,Retail,31,44342.38,20137.88,196629.29,2,10,23,4.2,8549.1,69.517,61.075,28.8,0
C-01453,Mountain North,Outfitter,Recreation Services,13,38460.96,20266.17,184633.39,0,18,13,3.29,14202.57,68.846,62.217,19.4,0
C-01454,Mountain Central,Outdoor Retail,Retail,53,34002.41,19826.34,196805.04,0,52,19,1.88,10358.16,35.673,23.406,28.6,0
C-01455,Mountain Central,Outfitter,Recreation Services,48,69973.71,44883.76,414648.44,1,62,25,1.93,16585.94,60.007,0.345,49.6,1
C-01456,Mountain Central,Outdoor Retail,Retail,13,22602.33,6974.87,51926.39,3,82,14,1.43,3709.03,41.045,85.956,28.9,0
C-01457,Mountain North,Outfitter,Recreation Services,9,14042.75,3154.82,19605.36,1,42,9,7.73,2178.37,13.288,29.056,13.1,1
C-01458,Mountain North,Outdoor Retail,Retail,5,12525.96,4655.11,18230.0,1,71,13,3.48,1402.31,56.276,37.985,17.7,0
C-01459,Mountain North,Outdoor Retail,Retail,20,31300.92,12608.83,105340.72,4,9,8,4.19,13167.59,50.762,88.448,35.7,0
C-01460,Mountain North,Outdoor Retail,Retail,11,15565.71,5418.61,30954.53,2,54,7,6.93,4422.08,40.803,65.09,30.0,1
C-01461,Mountain Central,Outdoor Retail,Retail,14,13044.3,4057.01,13486.36,0,50,18,1.41,749.24,67.751,97.497,23.9,0
C-01462,Mountain Central,Outfitter,Recreation Services,28,57536.21,32794.23,340547.98,1,49,13,6.74,26196.0,32.991,54.416,54.4,0
C-01463,Mountain Central,Outdoor Retail,Retail,15,28865.07,11301.25,88127.21,1,16,7,3.9,12589.6,74.486,52.43,30.0,0
C-01464,Mountain Central,Resort,Hospitality,21,31878.49,13337.97,96261.99,0,64,10,1.17,9626.2,49.881,23.801,33.6,0
C-01465,Desert Southwest,Outdoor Retail,Retail,31,44280.88,20773.22,166505.06,1,22,19,1.38,8763.42,62.55,17.473,30.6,0
C-01466,Mountain North,Outfitter,Recreation Services,48,92477.54,47721.81,503395.1,2,16,23,6.08,21886.74,39.696,31.885,55.0,0
C-01467,Mountain Central,Resort,Hospitality,25,73823.98,38142.92,446894.66,0,23,29,3.43,15410.16,73.764,12.12,47.5,0
C-01468,Mountain North,Outfitter,Recreation Services,103,27301.84,9408.14,62174.25,1,78,9,8.5,6908.25,64.018,41.482,17.9,0
C-01469,Mountain Central,Resort,Hospitality,13,38172.23,19265.72,146424.04,1,22,20,2.28,7321.2,43.67,44.246,37.8,0
C-01470,Desert Southwest,Outfitter,Recreation Services,4,17782.11,6598.62,36970.72,1,41,13,7.04,2843.9,46.56,41.502,19.8,0
C-01471,Mountain North,School District,Public Sector,16,21686.2,9402.87,61376.78,2,66,22,5.44,2789.85,28.372,46.436,34.8,0
C-01472,Mountain North,School District,Public Sector,13,24478.31,10349.28,80075.33,1,21,4,4.17,20018.83,42.365,66.442,38.1,0
C-01473,Mountain Central,School District,Public Sector,22,17852.95,4253.62,20291.98,1,39,21,2.88,966.28,54.019,94.761,18.9,0
C-01474,Mountain North,Resort,Hospitality,11,30444.23,18207.48,153663.3,1,18,11,4.43,13969.39,39.321,69.568,26.8,0
C-01475,Desert Southwest,Outdoor Retail,Retail,7,17707.73,6611.52,33987.46,1,117,13,3.44,2614.42,48.403,75.636,14.8,0
C-01476,Mountain North,Resort,Hospitality,33,69637.57,50624.07,535056.43,1,4,23,1.94,23263.32,44.076,44.607,63.2,0
C-01477,Desert Southwest,Outdoor Retail,Retail,17,21190.57,8671.56,59823.74,0,31,12,6.44,4985.31,51.488,74.149,19.7,0
C-01478,Mountain North,School District,Public Sector,56,16587.43,4951.55,30774.08,1,23,19,2.79,1619.69,46.394,19.757,23.5,0
C-01479,Desert Southwest,Resort,Hospitality,26,74949.18,43013.46,508939.82,7,59,24,5.31,21205.83,58.454,21.89,72.5,1
C-01480,Mountain Central,Outfitter,Recreation Services,34,94223.48,53979.09,550004.49,4,62,18,4.11,30555.81,51.951,2.502,74.3,0
C-01481,Mountain Central,Outdoor Retail,Retail,65,22590.69,8732.46,71238.1,3,30,9,7.86,7915.34,36.634,8.385,27.6,0
C-01482,Mountain North,Resort,Hospitality,51,70101.44,38343.8,372131.31,3,17,12,1.32,31010.94,44.47,83.699,56.3,0
C-01483,Mountain Central,Outdoor Retail,Retail,8,56904.09,29341.05,322771.39,2,15,19,0.17,16987.97,55.499,24.168,50.9,0
C-01484,Mountain Central,School District,Public Sector,35,55795.69,31920.64,373575.72,3,31,17,2.34,21975.04,33.898,90.024,67.7,0
C-01485,Desert Southwest,Outdoor Retail,Retail,16,35680.41,18810.1,135701.38,3,5,8,4.88,16962.67,37.471,5.144,34.2,0
C-01486,Mountain Central,School District,Public Sector,13,27383.41,11051.04,81224.75,3,46,9,1.99,9024.97,51.293,7.013,34.5,0
C-01487,Mountain Central,Outfitter,Recreation Services,85,27519.25,14366.41,130544.85,1,8,5,4.36,26108.97,40.616,77.081,28.7,0
C-01488,Mountain Central,Outdoor Retail,Retail,24,36490.35,14920.09,90845.7,4,22,17,4.25,5343.86,55.305,13.097,38.4,0
C-01489,Mountain Central,Outdoor Retail,Retail,39,45096.09,22775.06,197551.52,3,5,35,4.76,5644.33,70.074,49.479,39.5,0
C-01490,Mountain Central,School District,Public Sector,19,52430.1,18661.37,159700.06,1,18,20,2.28,7985.0,53.379,81.516,36.6,0
C-01491,Mountain North,Resort,Hospitality,2,21851.57,5146.73,37222.96,1,56,10,4.85,3722.3,49.224,46.839,32.0,0
C-01492,Desert Southwest,Outdoor Retail,Retail,48,32716.98,14452.86,130385.41,1,19,16,2.63,8149.09,64.11,11.787,33.7,0
C-01493,Desert Southwest,Outdoor Retail,Retail,17,22902.42,9907.44,60040.94,1,21,17,4.56,3531.82,27.183,31.893,24.1,0
C-01494,Mountain Central,Outdoor Retail,Retail,54,92952.77,56029.72,617429.75,1,51,23,5.14,26844.77,65.026,52.042,62.9,0
C-01495,Mountain North,Outdoor Retail,Retail,86,11297.5,2332.22,8928.47,4,23,4,4.68,2232.12,36.505,94.341,28.8,0
C-01496,Desert Southwest,Outfitter,Recreation Services,46,82953.12,56633.6,675212.53,4,19,35,9.5,19291.79,55.021,67.2,74.9,1
C-01497,Mountain North,Outdoor Retail,Retail,24,16887.25,7068.95,46102.25,2,32,17,5.76,2711.9,60.872,25.871,19.2,0
C-01498,Mountain Central,Outdoor Retail,Retail,53,40725.49,18967.91,134524.24,0,30,8,2.34,16815.53,50.71,76.448,33.4,0
C-01499,Desert Southwest,Resort,Hospitality,11,28195.62,10793.44,72920.93,3,72,9,3.01,8102.33,54.998,68.171,31.3,1
C-01500,Mountain Central,Outdoor Retail,Retail,29,38430.15,17413.15,154105.25,3,21,4,4.72,38526.31,57.87,63.926,45.3,0
C-01501,Mountain Central,Outdoor Retail,Retail,31,38331.2,20454.12,208030.66,1,17,13,2.91,16002.36,28.166,72.72,31.3,0
C-01502,Mountain Central,Outdoor Retail,Retail,20,48059.79,20219.05,187114.5,2,62,11,3.49,17010.41,35.385,19.361,43.4,0
C-01503,Mountain North,School District,Public Sector,3,18105.49,6306.05,44694.24,2,10,12,1.15,3724.52,63.094,18.253,40.0,0
C-01504,Mountain North,Resort,Hospitality,17,13318.42,4247.76,13225.62,0,19,12,1.65,1102.14,71.011,42.353,22.9,0
C-01505,Mountain North,Outdoor Retail,Retail,4,27461.2,9019.11,48764.04,1,22,39,5.7,1250.36,44.444,79.208,27.8,0
C-01506,Mountain North,Resort,Hospitality,50,14892.26,6672.09,43759.66,0,61,15,2.29,2917.31,19.301,62.561,24.0,0
C-01507,Mountain North,Outdoor Retail,Retail,24,7688.47,1531.1,4487.91,2,45,6,7.93,747.99,55.738,83.954,17.8,0
C-01508,Desert Southwest,Outdoor Retail,Retail,21,8036.93,1599.35,3545.67,0,21,7,3.87,506.52,36.955,72.389,5.9,0
C-01509,Desert Southwest,Outdoor Retail,Retail,12,15558.56,2314.63,9765.23,2,28,5,4.94,1953.05,48.832,29.883,38.9,0
C-01510,Mountain Central,Outdoor Retail,Retail,65,15031.6,7856.72,58603.53,4,17,9,6.49,6511.5,59.557,76.831,35.3,0
C-01511,Mountain Central,Resort,Hospitality,36,20145.86,6618.77,36848.63,1,25,7,3.3,5264.09,43.055,21.274,22.2,0
C-01512,Mountain Central,Resort,Hospitality,77,50044.78,26512.37,266178.92,0,16,12,4.13,22181.58,31.292,71.362,36.5,0
C-01513,Mountain Central,Outdoor Retail,Retail,45,40906.53,27964.76,313332.69,4,23,21,2.86,14920.6,40.621,48.427,55.9,0
C-01514,Desert Southwest,Resort,Hospitality,8,23706.26,9467.88,64430.07,1,10,16,2.7,4026.88,47.166,65.306,32.0,1
C-01515,Desert Southwest,Outfitter,Recreation Services,28,29959.35,10155.34,64517.41,3,50,9,8.84,7168.6,44.806,41.118,31.3,1
C-01516,Mountain North,Outdoor Retail,Retail,4,27322.48,10483.7,74585.91,2,67,9,4.03,8287.32,50.102,38.979,26.0,0
C-01517,Desert Southwest,Resort,Hospitality,25,17702.8,7155.39,39936.37,2,57,7,4.32,5705.2,42.121,25.483,29.2,0
C-01518,Mountain Central,Resort,Hospitality,21,18564.36,7069.52,47582.58,1,44,22,4.32,2162.84,53.765,35.237,24.6,0
C-01519,Mountain North,Outdoor Retail,Retail,31,53925.39,28182.84,274953.26,1,44,25,4.56,10998.13,34.858,46.866,39.0,0
C-01520,Desert Southwest,Outfitter,Recreation Services,15,20790.56,8735.71,82051.8,2,21,9,6.18,9116.87,28.043,98.564,32.3,0
C-01521,Mountain North,Outdoor Retail,Retail,23,32156.18,20291.35,181040.18,4,32,29,0.44,6242.76,46.154,49.997,33.8,0
C-01522,Mountain Central,Outfitter,Recreation Services,29,40424.06,27013.29,259079.78,2,17,10,5.13,25907.98,43.348,32.306,43.1,0
C-01523,Mountain Central,Resort,Hospitality,9,56241.37,30665.31,283709.82,0,59,44,3.76,6447.95,33.566,73.562,33.3,0
C-01524,Desert Southwest,School District,Public Sector,37,32081.58,15843.82,145320.19,3,59,14,2.72,10380.01,44.55,78.05,42.2,1
C-01525,Mountain Central,Outdoor Retail,Retail,36,22232.82,9100.44,54159.83,1,65,20,5.97,2707.99,37.608,19.218,7.6,0
C-01526,Mountain Central,School District,Public Sector,13,28722.64,12942.79,81326.79,1,14,6,2.25,13554.46,31.776,9.454,34.4,0
C-01527,Desert Southwest,Resort,Hospitality,11,14550.81,4642.71,19610.83,1,38,12,0.0,1634.24,60.715,99.486,36.9,0
C-01528,Mountain North,Outdoor Retail,Retail,11,42809.76,26520.78,289450.22,3,47,29,6.14,9981.04,26.821,7.796,53.9,0
C-01529,Mountain North,Resort,Hospitality,21,34447.04,22040.24,210883.57,2,18,23,1.07,9168.85,55.975,94.923,36.4,0
C-01530,Mountain Central,School District,Public Sector,26,10504.52,4424.78,25979.75,3,34,19,2.06,1367.36,47.808,45.195,43.9,0
C-01531,Mountain Central,Outfitter,Recreation Services,5,28631.75,14271.68,133520.1,2,44,23,5.45,5805.22,42.358,29.151,18.7,0
C-01532,Mountain North,School District,Public Sector,13,49836.79,23914.95,204556.98,4,47,21,0.0,9740.81,51.495,85.644,59.6,0
C-01533,Desert Southwest,Outdoor Retail,Retail,39,21709.15,10897.91,76482.9,1,38,30,2.4,2549.43,48.876,68.022,21.0,0
C-01534,Desert Southwest,School District,Public Sector,4,29555.8,10523.67,57784.94,1,51,8,1.28,7223.12,60.18,80.44,40.9,0
C-01535,Mountain Central,Resort,Hospitality,17,27344.28,9677.23,69023.32,1,47,11,5.87,6274.85,58.024,40.235,34.6,0
C-01536,Desert Southwest,Outdoor Retail,Retail,12,14650.44,5345.44,31913.71,3,34,12,3.02,2659.48,59.48,62.737,36.4,1
C-01537,Mountain Central,Outdoor Retail,Retail,13,26809.67,12519.16,95350.18,1,7,11,4.31,8668.2,32.844,92.014,26.3,0
C-01538,Desert Southwest,School District,Public Sector,36,14908.34,4887.98,21103.7,1,40,8,0.0,2637.96,56.163,20.759,37.3,0
C-01539,Mountain Central,School District,Public Sector,43,49389.91,19464.81,191265.04,3,23,23,0.0,8315.87,63.176,63.049,49.3,0
C-01540,Desert Southwest,Outdoor Retail,Retail,72,34203.32,19350.9,163429.83,5,57,13,4.3,12571.53,53.054,53.724,51.5,0
C-01541,Desert Southwest,Resort,Hospitality,39,67493.7,44198.5,542482.69,1,42,20,1.24,27124.13,33.264,58.509,64.1,0
C-01542,Mountain Central,School District,Public Sector,17,39000.68,20694.15,205569.18,1,46,13,2.29,15813.01,73.249,18.894,39.6,0
C-01543,Mountain Central,Outfitter,Recreation Services,13,33836.8,17513.85,130219.33,1,15,28,4.01,4650.69,35.835,24.421,23.5,1
C-01544,Desert Southwest,Resort,Hospitality,6,28936.88,12987.16,88035.54,2,6,19,1.86,4633.45,30.904,36.149,38.2,1
C-01545,Mountain North,Resort,Hospitality,50,19277.29,8102.73,45047.77,2,33,6,1.74,7507.96,40.101,95.864,31.6,0
C-01546,Mountain Central,Outdoor Retail,Retail,11,52874.82,30591.88,311614.16,0,43,23,3.46,13548.44,66.542,54.661,46.6,0
C-01547,Desert Southwest,Outdoor Retail,Retail,12,18612.91,6394.09,32248.75,3,60,10,3.15,3224.88,38.864,18.066,43.0,0
C-01548,Mountain Central,School District,Public Sector,19,32709.65,14817.79,135198.15,4,47,17,0.88,7952.83,53.66,45.694,56.9,0
C-01549,Desert Southwest,Outdoor Retail,Retail,33,24776.54,14030.5,87419.28,0,61,11,7.54,7947.21,39.915,17.401,34.7,0
C-01550,Desert Southwest,Outdoor Retail,Retail,27,99535.65,60262.96,656725.81,0,10,17,5.66,38630.93,37.001,75.966,68.2,0
C-01551,Mountain Central,Outfitter,Recreation Services,7,54962.31,28836.28,265346.82,4,31,11,6.87,24122.44,33.393,81.273,51.9,1
C-01552,Mountain North,Outdoor Retail,Retail,27,18105.15,7524.52,49011.66,1,9,17,0.87,2883.04,-10.893,55.848,30.4,0
C-01553,Mountain North,School District,Public Sector,12,27461.99,10659.92,75344.47,3,67,7,5.82,10763.5,64.78,1.551,38.3,0
C-01554,Mountain Central,Outdoor Retail,Retail,69,70296.75,26699.15,260395.36,0,23,17,4.41,15317.37,55.994,85.761,31.1,0
C-01555,Mountain Central,Outdoor Retail,Retail,30,132731.72,90933.25,1125871.98,4,18,40,5.93,28146.8,44.403,56.4,102.4,1
C-01556,Desert Southwest,School District,Public Sector,4,44461.81,15736.01,121299.54,3,29,9,2.77,13477.73,47.186,97.483,52.0,0
C-01557,Mountain Central,Outdoor Retail,Retail,70,32288.79,15685.54,110115.64,1,70,9,4.69,12235.07,36.389,80.067,33.5,0
C-01558,Mountain North,Outfitter,Recreation Services,11,28354.09,11656.93,99445.04,0,27,12,4.24,8287.09,51.676,88.83,16.8,0
C-01559,Mountain North,Outdoor Retail,Retail,48,49303.84,27552.15,271253.93,2,16,23,3.03,11793.65,55.087,54.584,32.8,0
C-01560,Desert Southwest,Resort,Hospitality,23,31352.11,17915.86,159945.94,1,4,30,2.49,5331.53,36.521,44.19,29.5,0
C-01561,Mountain Central,Outdoor Retail,Retail,54,48634.08,24123.15,210132.62,1,119,16,5.2,13133.29,56.718,67.636,46.0,0
C-01562,Mountain Central,Outdoor Retail,Retail,39,27968.04,12325.81,82814.93,0,11,13,7.18,6370.38,54.877,8.625,11.5,0
C-01563,Mountain Central,Outdoor Retail,Retail,10,38342.22,17378.72,159611.63,1,30,14,3.95,11400.83,61.825,43.414,31.7,1
C-01564,Mountain Central,Resort,Hospitality,51,27410.49,14590.18,116106.42,3,47,7,2.67,16586.63,24.324,63.411,40.2,0
C-01565,Mountain Central,Outfitter,Recreation Services,17,34805.19,13485.52,112686.53,1,47,7,2.37,16098.08,69.658,26.86,34.2,0
C-01566,Mountain Central,Outdoor Retail,Retail,13,13129.65,2778.87,15861.25,1,22,14,2.27,1132.95,47.661,69.218,10.5,0
C-01567,Mountain Central,Outfitter,Recreation Services,64,15944.29,5784.35,32280.36,1,76,24,6.41,1345.01,37.381,4.669,26.6,0
C-01568,Desert Southwest,Outfitter,Recreation Services,14,41550.69,23054.41,250794.51,2,39,11,4.61,22799.5,58.749,9.739,44.4,0
C-01569,Mountain North,Outfitter,Recreation Services,51,30198.59,12180.03,96790.33,3,50,7,4.71,13827.19,42.458,20.956,32.6,0
C-01570,Mountain Central,Outdoor Retail,Retail,55,52984.17,32870.14,291860.02,2,6,16,6.12,18241.25,56.838,98.614,41.5,0
C-01571,Desert Southwest,Outdoor Retail,Retail,4,44358.83,17009.86,151754.53,1,20,13,3.78,11673.43,36.35,13.934,32.7,0
C-01572,Desert Southwest,Outdoor Retail,Retail,30,22970.92,10676.56,77602.74,1,23,17,4.32,4564.87,57.004,62.491,31.6,0
C-01573,Mountain North,Outfitter,Recreation Services,40,26290.47,11702.64,79292.65,3,30,10,5.17,7929.27,47.035,28.105,16.6,0
C-01574,Desert Southwest,Outdoor Retail,Retail,32,97967.4,61989.09,752539.9,2,11,19,3.52,39607.36,46.183,42.098,76.6,0
C-01575,Mountain North,Outdoor Retail,Retail,62,72217.61,46501.6,530966.27,1,8,26,4.43,20421.78,38.454,8.971,46.2,0
C-01576,Mountain Central,Resort,Hospitality,12,12783.33,3480.63,18658.08,0,18,7,5.07,2665.44,40.678,94.964,12.9,0
C-01577,Mountain Central,Outdoor Retail,Retail,52,9174.2,2325.92,12275.12,4,137,20,4.71,613.76,55.732,97.739,28.2,0
C-01578,Mountain North,Resort,Hospitality,31,32502.0,15853.21,143265.68,1,55,11,4.32,13024.15,81.182,49.948,40.0,0
C-01579,Mountain Central,Outfitter,Recreation Services,15,129738.17,87721.05,1021044.99,0,24,30,6.96,34034.83,46.43,43.166,93.2,1
C-01580,Mountain North,Outdoor Retail,Retail,10,12219.51,4665.39,21892.31,1,23,9,5.68,2432.48,60.445,27.973,9.0,0
C-01581,Mountain Central,Resort,Hospitality,19,19077.87,8535.14,72069.62,0,74,5,3.45,14413.92,59.708,83.394,35.4,0
C-01582,Desert Southwest,School District,Public Sector,46,36022.28,19987.65,186630.87,1,25,13,2.57,14356.22,57.263,9.489,38.4,0
C-01583,Mountain North,School District,Public Sector,37,27475.35,15206.7,111307.87,1,28,6,4.38,18551.31,59.7,41.881,39.2,0
C-01584,Desert Southwest,Resort,Hospitality,31,38331.87,16765.9,146729.99,2,37,19,1.87,7722.63,63.868,60.704,35.7,1
C-01585,Mountain North,Outdoor Retail,Retail,64,42854.74,22816.55,211286.07,2,63,20,4.81,10564.3,23.625,17.063,42.3,0
C-01586,Mountain North,Outdoor Retail,Retail,33,23160.21,8876.5,52128.9,3,75,8,2.0,6516.11,29.729,65.502,37.4,1
C-01587,Mountain North,Outdoor Retail,Retail,35,82435.05,42046.41,456138.28,1,27,19,3.62,24007.28,54.265,74.324,45.8,0
C-01588,Mountain Central,Resort,Hospitality,24,35752.8,14238.67,115164.21,1,2,5,2.65,23032.84,57.921,89.947,32.3,0
C-01589,Desert Southwest,Outdoor Retail,Retail,30,40980.37,21682.87,173372.25,1,7,11,2.54,15761.11,77.247,40.253,49.0,0
C-01590,Mountain Central,Resort,Hospitality,13,17056.86,5952.67,21044.9,2,24,19,4.05,1107.63,69.336,3.243,29.2,0
C-01591,Desert Southwest,Outdoor Retail,Retail,26,51892.88,29326.46,297061.78,5,22,29,2.52,10243.51,44.251,23.043,58.1,1
C-01592,Desert Southwest,Resort,Hospitality,6,9372.85,3001.21,14738.92,1,48,19,4.22,775.73,56.042,3.412,13.5,0
C-01593,Mountain Central,Outdoor Retail,Retail,54,26253.1,10014.72,74254.32,2,42,6,3.87,12375.72,19.236,89.522,35.2,0
C-01594,Mountain North,Outdoor Retail,Retail,11,17304.79,5433.32,46451.44,3,64,8,6.39,5806.43,31.661,79.301,27.8,1
C-01595,Mountain North,Outdoor Retail,Retail,49,50807.89,27004.52,277634.45,2,15,18,3.61,15424.14,34.06,56.605,38.7,0
C-01596,Desert Southwest,Outdoor Retail,Retail,10,42341.28,22312.6,225904.74,2,37,22,4.94,10268.4,44.302,97.701,31.6,0
C-01597,Mountain Central,Outfitter,Recreation Services,32,20147.51,9082.48,62920.79,0,10,5,7.51,12584.16,37.722,12.57,25.0,0
C-01598,Mountain Central,Resort,Hospitality,11,21144.15,9164.07,50540.99,1,125,7,0.0,7220.14,32.4,35.958,33.8,0
C-01599,Mountain Central,Outdoor Retail,Retail,50,33052.04,16821.78,131017.3,3,57,6,5.6,21836.22,64.967,55.155,44.3,1
C-01600,Desert Southwest,Resort,Hospitality,28,20657.65,7397.5,49405.2,3,31,21,2.85,2352.63,25.802,8.643,29.3,0
C-01601,Mountain Central,Outdoor Retail,Retail,29,40175.02,18888.78,202016.4,2,15,21,1.66,9619.83,57.673,6.367,32.6,0
C-01602,Mountain North,Outdoor Retail,Retail,17,41609.57,20924.19,191010.58,3,61,15,3.95,12734.04,39.544,55.957,43.7,0
C-01603,Desert Southwest,School District,Public Sector,27,38442.44,17149.67,128259.34,3,16,25,0.96,5130.37,79.428,46.929,52.1,0
C-01604,Mountain North,Outfitter,Recreation Services,14,22206.71,8283.21,49851.37,0,16,19,6.81,2623.76,52.593,74.569,3.9,0
C-01605,Mountain Central,Outfitter,Recreation Services,38,14743.78,3779.84,18918.87,2,11,7,4.63,2702.7,54.823,38.53,27.7,0
C-01606,Mountain North,Resort,Hospitality,32,33884.25,12476.64,106391.95,0,112,21,3.12,5066.28,40.568,31.8,28.8,0
C-01607,Mountain Central,Outdoor Retail,Retail,33,41886.85,18898.14,165913.23,3,13,15,7.4,11060.88,56.124,59.118,42.1,0
C-01608,Desert Southwest,Resort,Hospitality,10,72053.54,49413.34,635546.02,2,20,25,2.94,25421.84,41.094,3.337,62.5,1
C-01609,Mountain North,Outdoor Retail,Retail,16,35990.06,16793.64,130449.33,2,45,7,3.16,18635.62,62.746,27.619,40.2,1
C-01610,Mountain Central,Outdoor Retail,Retail,42,30455.72,12523.22,103591.75,2,48,10,4.61,10359.17,49.87,91.918,36.3,1
C-01611,Mountain Central,School District,Public Sector,16,25260.91,10522.06,87636.54,1,44,11,2.33,7966.96,80.435,69.931,36.3,0
C-01612,Mountain Central,School District,Public Sector,23,35536.35,17734.53,178557.05,2,8,17,2.41,10503.36,44.599,72.179,40.0,1
C-01613,Desert Southwest,Outdoor Retail,Retail,20,61940.69,40203.94,432736.5,2,14,24,5.21,18030.69,68.589,95.554,63.3,0
C-01614,Mountain Central,Outfitter,Recreation Services,20,27414.95,8210.94,41977.47,1,18,14,5.82,2998.39,60.101,96.656,21.6,1
C-01615,Desert Southwest,Outdoor Retail,Retail,35,69657.1,39497.02,457692.54,3,62,14,2.8,32692.32,57.927,35.294,59.5,0
C-01616,Mountain Central,Resort,Hospitality,8,35640.25,18164.78,184886.51,3,34,28,2.3,6603.09,64.679,12.371,34.8,0
C-01617,Mountain Central,Resort,Hospitality,37,32560.24,14834.31,114753.39,4,7,9,3.61,12750.38,60.334,46.461,58.1,0
C-01618,Mountain North,Resort,Hospitality,20,24962.1,7960.36,61568.29,2,18,10,3.11,6156.83,65.043,51.458,21.6,0
C-01619,Desert Southwest,School District,Public Sector,35,21903.8,10571.62,80935.08,2,32,12,3.52,6744.59,39.185,38.247,49.4,0
C-01620,Desert Southwest,Outfitter,Recreation Services,44,37900.69,17835.99,134493.71,3,29,8,7.16,16811.71,67.724,83.933,36.4,0
C-01621,Desert Southwest,Outdoor Retail,Retail,33,46362.66,18585.26,189958.13,1,51,19,4.83,9997.8,48.848,91.204,33.6,0
C-01622,Desert Southwest,Resort,Hospitality,21,8948.86,2374.31,7736.76,2,36,8,0.69,967.1,36.416,77.278,29.3,0
C-01623,Mountain North,Outdoor Retail,Retail,32,32584.32,14273.52,108060.08,4,39,14,1.09,7718.58,39.866,65.076,51.1,0
C-01624,Mountain Central,Outdoor Retail,Retail,30,15613.46,5371.14,20701.91,2,39,17,7.1,1217.76,43.941,29.348,14.4,0
C-01625,Desert Southwest,School District,Public Sector,28,13549.74,3113.96,16138.3,0,28,16,3.38,1008.64,51.463,41.881,17.9,0
C-01626,Mountain North,Outdoor Retail,Retail,9,50060.81,25327.94,235444.86,4,95,26,3.61,9055.57,35.451,40.241,32.4,1
C-01627,Mountain Central,Outdoor Retail,Retail,17,27979.01,12124.53,84300.81,1,17,13,4.3,6484.68,49.31,84.278,20.2,0
C-01628,Mountain Central,Resort,Hospitality,21,18073.72,4258.52,23174.61,0,25,11,1.62,2106.78,47.761,83.732,21.0,0
C-01629,Mountain North,School District,Public Sector,31,22943.33,9045.57,49694.04,1,53,20,1.46,2484.7,66.129,73.583,27.8,0
C-01630,Mountain Central,Outfitter,Recreation Services,41,18606.49,6785.69,34995.56,3,66,19,1.54,1841.87,11.387,22.655,30.1,1
C-01631,Desert Southwest,Outdoor Retail,Retail,42,35421.82,16692.46,134904.88,4,12,28,5.65,4818.03,49.652,25.422,32.2,1
C-01632,Mountain North,Outdoor Retail,Retail,21,27788.86,11757.36,84852.31,1,61,15,3.28,5656.82,64.866,52.792,30.4,0
C-01633,Mountain Central,School District,Public Sector,13,29400.65,13193.09,109595.27,0,60,29,1.04,3779.15,57.381,10.107,19.0,0
C-01634,Mountain North,School District,Public Sector,37,9512.79,2448.18,11004.04,1,32,2,2.1,5502.02,25.06,48.875,27.4,0
