invoice_id,customer_id,invoice_date,amount,paid_date
INV-00508,C-1038,2025-03-17,12685.34,2025-08-10
INV-00509,C-1038,2025-03-22,12546.26,2025-07-31
INV-00510,C-1038,2025-08-12,9831.16,2025-12-21
INV-00511,C-1038,2025-09-11,15764.09,2026-02-05
INV-00512,C-1038,2025-10-11,7210.24,
INV-00513,C-1038,2025-10-14,9822.45,2026-03-03
INV-00514,C-1038,2025-10-28,7920.94,2026-03-16
INV-00515,C-1038,2025-12-21,9591.13,
INV-00516,C-1038,2026-02-02,14377.23,
INV-00517,C-1038,2026-02-24,1687.22,
INV-00518,C-1038,2026-03-12,8813.94,
INV-00519,C-1039,2025-01-08,4546.77,2025-05-23
INV-00520,C-1039,2025-02-28,8812.92,2025-06-04
INV-00521,C-1039,2025-05-05,5178.13,2025-08-09
INV-00522,C-1039,2025-05-17,7792.26,2025-08-14
INV-00523,C-1039,2025-05-22,4606.45,2025-09-09
INV-00524,C-1039,2025-06-11,7789.33,2025-09-09
INV-00525,C-1039,2025-08-13,7108.02,2025-12-23
INV-00526,C-1039,2025-10-19,751.81,2026-01-23
INV-00527,C-1039,2025-12-15,2443.20,
INV-00528,C-1039,2026-01-24,1248.81,
INV-00529,C-1040,2025-01-01,14164.45,2025-02-11
INV-00530,C-1040,2025-01-14,7265.10,2025-04-07
INV-00531,C-1040,2025-01-15,17080.18,2025-04-07
INV-00532,C-1040,2025-02-16,9778.57,2025-04-21
INV-00533,C-1040,2025-03-30,5714.11,
INV-00534,C-1040,2025-04-08,12505.28,2025-06-24
INV-00535,C-1040,2025-04-10,7653.70,2025-07-01
INV-00536,C-1040,2025-05-09,11603.90,2025-06-20
INV-00537,C-1040,2025-06-15,13497.43,2025-09-08
INV-00538,C-1040,2025-06-23,12542.03,2025-09-27
INV-00539,C-1040,2025-07-06,6435.57,2025-09-13
INV-00540,C-1040,2025-08-04,13728.63,2025-10-13
INV-00541,C-1040,2025-09-29,7761.22,2025-11-09
INV-00542,C-1040,2026-02-04,15486.56,2026-03-23
INV-00543,C-1040,2026-02-22,12190.08,
INV-00544,C-1041,2025-01-03,50.00,2025-01-15
INV-00545,C-1041,2025-02-17,730.30,2025-03-28
INV-00546,C-1041,2025-03-19,1349.36,2025-04-14
INV-00547,C-1041,2025-03-23,744.91,
INV-00548,C-1041,2025-04-11,1497.25,2025-05-22
INV-00549,C-1041,2025-04-19,50.00,2025-05-25
INV-00550,C-1041,2025-05-17,858.12,2025-06-03
INV-00551,C-1041,2025-05-24,1518.11,2025-06-21
INV-00552,C-1041,2025-07-01,1459.86,2025-07-26
INV-00553,C-1041,2025-07-21,2801.79,2025-08-08
INV-00554,C-1041,2025-08-29,1075.77,2025-10-07
INV-00555,C-1041,2025-08-31,924.36,2025-10-04
INV-00556,C-1041,2025-09-10,2056.32,2025-10-10
INV-00557,C-1041,2025-09-20,1425.30,2025-10-09
INV-00558,C-1041,2025-10-10,719.82,2025-11-05
INV-00559,C-1041,2025-10-17,1239.24,2025-11-22
INV-00560,C-1041,2025-11-02,624.65,
INV-00561,C-1041,2025-11-11,1636.26,2025-12-02
INV-00562,C-1041,2025-12-24,805.35,2026-01-22
INV-00563,C-1041,2025-12-26,876.69,2026-01-29
INV-00564,C-1041,2025-12-27,750.14,2026-01-17
INV-00565,C-1041,2025-12-28,1404.05,2026-01-27
INV-00566,C-1041,2026-01-27,964.86,2026-02-12
INV-00567,C-1041,2026-01-30,50.00,2026-02-14
INV-00568,C-1041,2026-03-26,1810.91,
INV-00569,C-1042,2025-01-14,711.06,2025-02-16
INV-00570,C-1042,2025-01-23,50.00,2025-03-26
INV-00571,C-1042,2025-02-03,736.97,2025-03-19
INV-00572,C-1042,2025-02-16,705.85,2025-03-16
INV-00573,C-1042,2025-03-03,794.01,2025-03-31
INV-00574,C-1042,2025-03-10,280.70,2025-04-17
INV-00575,C-1042,2025-03-19,1203.05,2025-05-03
INV-00576,C-1042,2025-03-20,1206.59,2025-04-30
INV-00577,C-1042,2025-03-21,1623.71,2025-04-24
INV-00578,C-1042,2025-04-02,411.07,2025-05-05
INV-00579,C-1042,2025-04-15,1702.29,2025-05-15
INV-00580,C-1042,2025-04-24,877.90,2025-05-27
INV-00581,C-1042,2025-05-03,634.64,2025-06-24
INV-00582,C-1042,2025-05-12,372.06,
INV-00583,C-1042,2025-05-12,1055.07,2025-06-11
INV-00584,C-1042,2025-05-18,1651.29,2025-06-23
INV-00585,C-1042,2025-05-20,1387.62,2025-06-21
INV-00586,C-1042,2025-05-23,1196.23,2025-06-22
INV-00587,C-1042,2025-05-24,3041.64,2025-07-03
INV-00588,C-1042,2025-05-31,938.60,2025-06-21
INV-00589,C-1042,2025-06-06,388.91,2025-07-08
INV-00590,C-1042,2025-06-27,1133.48,2025-07-25
INV-00591,C-1042,2025-06-29,50.00,2025-08-14
INV-00592,C-1042,2025-07-21,1385.17,2025-09-12
INV-00593,C-1042,2025-08-12,1594.65,2025-09-20
INV-00594,C-1042,2025-09-02,80.91,2025-09-25
INV-00595,C-1042,2025-09-08,688.53,2025-10-24
INV-00596,C-1042,2025-09-16,59.44,2025-11-04
INV-00597,C-1042,2025-11-13,50.00,2025-12-05
INV-00598,C-1042,2025-12-03,989.18,2026-01-08
INV-00599,C-1042,2025-12-11,109.61,2026-01-10
INV-00600,C-1042,2025-12-12,50.00,2026-01-19
INV-00601,C-1042,2025-12-12,1319.18,2026-01-18
INV-00602,C-1042,2026-01-29,863.15,2026-03-01
INV-00603,C-1042,2026-02-08,1200.84,2026-02-25
INV-00604,C-1042,2026-02-11,50.00,2026-03-12
INV-00605,C-1042,2026-03-01,1130.93,
INV-00606,C-1042,2026-03-13,845.07,
INV-00607,C-1042,2026-03-18,275.58,
INV-00608,C-1042,2026-03-26,1252.55,
INV-00609,C-1043,2025-03-08,1108.95,2025-04-01
INV-00610,C-1043,2025-03-18,1046.00,2025-03-28
INV-00611,C-1043,2025-03-18,1534.33,2025-04-25
INV-00612,C-1043,2025-03-24,2053.28,2025-05-06
INV-00613,C-1043,2025-04-01,1704.93,2025-04-28
INV-00614,C-1043,2025-04-10,2112.91,2025-05-10
INV-00615,C-1043,2025-04-17,1266.45,2025-05-27
INV-00616,C-1043,2025-04-23,1975.63,2025-05-21
INV-00617,C-1043,2025-04-29,1131.24,2025-06-03
INV-00618,C-1043,2025-05-09,2185.30,2025-06-04
INV-00619,C-1043,2025-05-18,2394.44,2025-06-20
INV-00620,C-1043,2025-05-20,1396.48,2025-06-25
INV-00621,C-1043,2025-05-30,217.71,2025-06-26
INV-00622,C-1043,2025-06-13,573.23,2025-07-04
INV-00623,C-1043,2025-06-20,143.45,2025-07-15
INV-00624,C-1043,2025-07-28,653.60,2025-08-29
INV-00625,C-1043,2025-08-07,1997.45,2025-09-16
INV-00626,C-1043,2025-09-02,1447.17,2025-10-04
INV-00627,C-1043,2025-09-14,2378.83,2025-10-14
INV-00628,C-1043,2025-09-15,1969.80,2025-09-28
INV-00629,C-1043,2025-09-16,1450.54,2025-10-09
INV-00630,C-1043,2025-09-22,1706.41,2025-10-07
INV-00631,C-1043,2025-10-17,2045.08,2025-12-01
INV-00632,C-1043,2025-10-27,2657.05,2025-11-21
INV-00633,C-1043,2025-11-27,1882.28,
INV-00634,C-1043,2025-12-05,965.99,2026-01-12
INV-00635,C-1043,2025-12-25,1466.19,2026-02-07
INV-00636,C-1043,2025-12-29,1473.67,2026-01-27
INV-00637,C-1043,2026-01-02,957.88,2026-02-05
INV-00638,C-1043,2026-01-30,1005.88,2026-02-28
INV-00639,C-1043,2026-02-04,1461.39,2026-02-22
INV-00640,C-1043,2026-02-08,2417.26,2026-03-02
INV-00641,C-1044,2025-01-16,984.17,
INV-00642,C-1044,2025-02-01,1611.46,2025-03-09
INV-00643,C-1044,2025-02-14,936.36,2025-03-21
INV-00644,C-1044,2025-02-15,50.00,2025-03-29
INV-00645,C-1044,2025-02-16,943.01,2025-04-20
INV-00646,C-1044,2025-02-26,1392.29,2025-03-28
INV-00647,C-1044,2025-03-10,636.28,2025-04-27
INV-00648,C-1044,2025-03-15,50.00,2025-04-11
INV-00649,C-1044,2025-04-22,783.48,2025-06-29
INV-00650,C-1044,2025-05-23,2189.65,2025-07-09
INV-00651,C-1044,2025-06-06,1817.89,2025-07-21
INV-00652,C-1044,2025-07-29,1826.33,
INV-00653,C-1044,2025-08-10,50.00,2025-09-09
INV-00654,C-1044,2025-09-18,2116.39,2025-10-28
INV-00655,C-1044,2025-09-24,689.08,2025-11-24
INV-00656,C-1044,2025-10-12,572.03,2025-11-12
INV-00657,C-1044,2025-10-15,1327.78,2025-12-01
INV-00658,C-1044,2025-11-07,437.02,2025-12-12
INV-00659,C-1044,2025-11-14,50.00,2026-01-08
INV-00660,C-1044,2026-01-16,50.00,2026-02-14
INV-00661,C-1044,2026-02-05,342.14,2026-03-24
INV-00662,C-1044,2026-02-12,2248.11,2026-03-28
INV-00663,C-1044,2026-03-22,523.49,
INV-00664,C-1044,2026-03-29,302.83,
INV-00665,C-1044,2026-03-30,1280.76,
INV-00666,C-1045,2025-02-15,50.00,2025-03-28
INV-00667,C-1045,2025-02-17,1502.45,2025-03-12
INV-00668,C-1045,2025-02-27,657.14,2025-03-22
INV-00669,C-1045,2025-04-26,1044.76,2025-05-24
INV-00670,C-1045,2025-05-14,50.00,2025-06-08
INV-00671,C-1045,2025-05-19,964.22,2025-06-07
INV-00672,C-1045,2025-06-30,771.54,2025-07-26
INV-00673,C-1045,2025-07-02,366.83,2025-07-28
INV-00674,C-1045,2025-07-19,1517.06,2025-08-11
INV-00675,C-1045,2025-08-01,1869.78,2025-08-31
INV-00676,C-1045,2025-08-18,807.27,2025-09-14
INV-00677,C-1045,2025-09-21,671.81,2025-10-12
INV-00678,C-1045,2025-10-23,1494.01,2025-12-05
INV-00679,C-1045,2025-10-28,1519.67,2025-11-20
INV-00680,C-1045,2025-11-19,1761.25,2025-12-11
INV-00681,C-1045,2025-11-30,672.85,2025-12-26
INV-00682,C-1045,2025-12-01,393.99,2025-12-14
INV-00683,C-1045,2026-01-11,478.42,2026-02-05
INV-00684,C-1045,2026-01-23,1383.26,2026-02-15
INV-00685,C-1045,2026-01-24,726.17,2026-02-20
INV-00686,C-1045,2026-02-10,1383.10,2026-03-10
INV-00687,C-1045,2026-02-11,1563.34,2026-03-06
INV-00688,C-1045,2026-02-26,132.95,2026-03-21
INV-00689,C-1045,2026-03-05,1230.27,2026-03-26
INV-00690,C-1045,2026-03-31,258.13,
INV-00691,C-1046,2025-01-16,1250.72,2025-02-06
INV-00692,C-1046,2025-01-22,2370.96,2025-02-21
INV-00693,C-1046,2025-02-05,799.20,2025-03-13
INV-00694,C-1046,2025-02-20,1439.38,2025-07-22
INV-00695,C-1046,2025-02-20,2525.32,2025-03-23
INV-00696,C-1046,2025-03-06,1602.90,2025-03-30
INV-00697,C-1046,2025-03-09,1878.56,2025-04-10
INV-00698,C-1046,2025-05-14,2051.60,2025-06-04
INV-00699,C-1046,2025-06-11,2301.20,2025-06-21
INV-00700,C-1046,2025-08-03,2586.99,2025-08-22
INV-00701,C-1046,2025-08-04,2011.00,2025-08-23
INV-00702,C-1046,2025-08-20,183.60,2025-09-28
INV-00703,C-1046,2025-08-22,1952.66,2025-09-20
INV-00704,C-1046,2025-08-24,1249.82,2025-09-18
INV-00705,C-1046,2025-09-15,1336.68,2025-09-22
INV-00706,C-1046,2025-10-10,1562.41,2025-11-15
INV-00707,C-1046,2025-10-17,150.18,2025-11-27
INV-00708,C-1046,2025-10-22,629.50,2025-11-13
INV-00709,C-1046,2025-11-18,2037.27,2025-12-16
INV-00710,C-1046,2025-11-23,277.28,2026-01-07
INV-00711,C-1046,2025-12-07,1697.50,2026-01-08
INV-00712,C-1046,2025-12-19,662.81,2026-01-25
INV-00713,C-1046,2026-01-02,1881.71,2026-01-31
INV-00714,C-1046,2026-02-18,1827.34,2026-03-30
INV-00715,C-1046,2026-03-09,1448.86,
INV-00716,C-1047,2025-01-18,1300.88,2025-02-21
INV-00717,C-1047,2025-01-21,602.04,2025-02-25
INV-00718,C-1047,2025-01-25,699.94,2025-02-17
INV-00719,C-1047,2025-02-05,1581.27,2025-02-17
INV-00720,C-1047,2025-02-14,1346.81,2025-03-25
INV-00721,C-1047,2025-03-13,1363.74,2025-04-06
INV-00722,C-1047,2025-03-24,1364.01,2025-04-23
INV-00723,C-1047,2025-03-28,2523.09,2025-04-27
INV-00724,C-1047,2025-04-01,958.38,2025-05-08
INV-00725,C-1047,2025-04-13,850.34,2025-05-06
INV-00726,C-1047,2025-04-17,1381.46,2025-05-27
INV-00727,C-1047,2025-04-17,1044.81,2025-05-25
INV-00728,C-1047,2025-04-30,478.76,2025-05-18
INV-00729,C-1047,2025-05-02,1038.91,2025-05-30
INV-00730,C-1047,2025-05-17,1160.82,2025-06-21
INV-00731,C-1047,2025-06-17,1053.67,2025-07-17
INV-00732,C-1047,2025-06-20,1924.92,2025-07-14
INV-00733,C-1047,2025-06-23,1817.50,2025-07-11
INV-00734,C-1047,2025-07-06,1886.76,2025-08-08
INV-00735,C-1047,2025-07-07,2037.75,2025-08-06
INV-00736,C-1047,2025-08-14,1345.18,2025-08-29
INV-00737,C-1047,2025-09-21,2286.79,2025-10-25
INV-00738,C-1047,2025-09-27,2354.40,2025-10-19
INV-00739,C-1047,2025-10-02,751.62,2025-11-03
INV-00740,C-1047,2025-10-03,1761.44,2025-11-13
INV-00741,C-1047,2025-10-08,481.82,2025-11-13
INV-00742,C-1047,2025-10-11,168.53,2025-11-10
INV-00743,C-1047,2025-10-24,1969.65,
INV-00744,C-1047,2025-10-27,50.00,2025-11-26
INV-00745,C-1047,2025-10-28,949.08,2025-11-23
INV-00746,C-1047,2025-11-05,2265.40,2025-12-13
INV-00747,C-1047,2025-11-09,140.05,2025-12-10
INV-00748,C-1047,2025-11-10,1560.67,2025-12-10
INV-00749,C-1047,2025-11-29,1239.63,2025-11-30
INV-00750,C-1047,2025-12-06,513.11,2025-12-23
INV-00751,C-1047,2025-12-23,2300.88,2026-01-15
INV-00752,C-1047,2026-02-07,797.10,2026-03-13
INV-00753,C-1047,2026-02-24,657.88,2026-03-17
INV-00754,C-1047,2026-03-13,1396.90,
INV-00755,C-1047,2026-03-19,2674.10,
INV-00756,C-1048,2025-01-03,2356.27,2025-02-13
INV-00757,C-1048,2025-01-03,1804.91,2025-02-01
INV-00758,C-1048,2025-01-10,1921.04,2025-02-19
INV-00759,C-1048,2025-01-18,970.85,2025-06-29
INV-00760,C-1048,2025-01-24,2190.07,2025-03-06
INV-00761,C-1048,2025-02-24,2454.56,2025-03-26
INV-00762,C-1048,2025-03-05,2682.99,2025-04-01
INV-00763,C-1048,2025-03-15,2230.46,2025-04-19
INV-00764,C-1048,2025-03-22,1579.61,2025-04-26
INV-00765,C-1048,2025-04-27,2340.87,2025-06-08
INV-00766,C-1048,2025-05-05,1435.41,2025-05-25
INV-00767,C-1048,2025-05-05,2652.08,
INV-00768,C-1048,2025-06-01,1825.66,2025-12-01
INV-00769,C-1048,2025-06-17,1825.34,2025-07-19
INV-00770,C-1048,2025-07-07,3105.64,2025-08-22
INV-00771,C-1048,2025-08-19,1215.52,2025-09-13
INV-00772,C-1048,2025-11-22,4570.98,2025-12-23
INV-00773,C-1048,2025-11-23,2179.25,2026-01-03
INV-00774,C-1048,2025-12-03,1506.04,2025-12-20
INV-00775,C-1048,2025-12-05,2388.77,2026-01-06
INV-00776,C-1048,2026-01-12,1206.33,2026-03-02
INV-00777,C-1048,2026-01-13,3406.26,2026-02-15
INV-00778,C-1048,2026-01-14,2207.32,2026-02-19
INV-00779,C-1048,2026-01-18,1741.26,2026-03-04
INV-00780,C-1048,2026-01-31,2076.85,2026-02-24
INV-00781,C-1048,2026-02-02,2076.93,2026-02-26
INV-00782,C-1048,2026-02-03,2042.64,2026-03-10
INV-00783,C-1048,2026-02-09,2832.70,2026-03-14
INV-00784,C-1048,2026-02-12,1469.54,2026-03-21
INV-00785,C-1048,2026-02-28,3114.38,2026-03-21
INV-00786,C-1048,2026-03-20,1046.89,
INV-00787,C-1048,2026-03-23,1642.46,
INV-00788,C-1049,2025-01-24,1538.29,2025-02-23
INV-00789,C-1049,2025-01-27,1755.04,2025-02-24
INV-00790,C-1049,2025-01-29,1743.49,2025-02-08
INV-00791,C-1049,2025-02-19,1236.98,2025-03-17
INV-00792,C-1049,2025-02-28,1208.18,2025-04-03
INV-00793,C-1049,2025-03-02,429.51,2025-04-09
INV-00794,C-1049,2025-03-07,50.00,2025-04-04
INV-00795,C-1049,2025-03-09,2048.64,2025-03-27
INV-00796,C-1049,2025-03-28,759.51,2025-05-17
INV-00797,C-1049,2025-04-16,1358.96,2025-05-13
INV-00798,C-1049,2025-05-03,1006.04,2025-05-29
INV-00799,C-1049,2025-05-09,1564.18,2025-06-07
INV-00800,C-1049,2025-05-18,2811.59,2025-06-11
INV-00801,C-1049,2025-05-20,1904.58,2025-06-20
INV-00802,C-1049,2025-05-25,1681.45,2025-06-27
INV-00803,C-1049,2025-05-30,1447.62,2025-06-17
INV-00804,C-1049,2025-07-06,2539.32,2025-08-10
INV-00805,C-1049,2025-07-19,2243.47,2025-07-29
INV-00806,C-1049,2025-07-25,2445.71,2025-09-01
INV-00807,C-1049,2025-09-10,1075.00,2025-10-14
INV-00808,C-1049,2025-09-24,1553.98,2025-10-30
INV-00809,C-1049,2025-10-07,1065.46,2025-11-14
INV-00810,C-1049,2025-11-13,692.25,2025-12-02
INV-00811,C-1049,2026-01-31,1428.64,2026-03-13
INV-00812,C-1049,2026-02-14,2762.57,2026-03-19
INV-00813,C-1050,2025-01-06,1704.42,2025-02-07
INV-00814,C-1050,2025-01-18,710.87,2025-02-22
INV-00815,C-1050,2025-01-19,1909.47,2025-02-08
INV-00816,C-1050,2025-02-01,1190.58,2025-03-14
INV-00817,C-1050,2025-02-16,1414.37,2025-03-13
INV-00818,C-1050,2025-03-23,1515.12,2025-04-23
INV-00819,C-1050,2025-03-24,678.19,2026-01-22
INV-00820,C-1050,2025-03-31,344.74,2025-04-29
INV-00821,C-1050,2025-04-09,50.00,2025-05-12
INV-00822,C-1050,2025-04-10,455.35,2025-05-02
INV-00823,C-1050,2025-04-12,2892.92,2025-05-10
INV-00824,C-1050,2025-06-16,145.77,
INV-00825,C-1050,2025-06-18,983.80,2025-07-10
INV-00826,C-1050,2025-06-24,1627.47,2025-07-28
INV-00827,C-1050,2025-06-28,2151.21,2025-07-31
INV-00828,C-1050,2025-07-12,1817.78,2025-08-03
INV-00829,C-1050,2025-08-11,970.68,2025-09-09
INV-00830,C-1050,2025-08-19,1583.70,2025-09-15
INV-00831,C-1050,2025-09-19,2043.20,2025-10-19
INV-00832,C-1050,2025-09-22,1884.41,2025-10-23
INV-00833,C-1050,2025-09-22,1162.60,2025-10-28
INV-00834,C-1050,2025-10-05,1921.80,2025-10-21
INV-00835,C-1050,2025-11-07,1316.97,2025-12-04
INV-00836,C-1050,2025-11-19,2111.69,2026-01-07
INV-00837,C-1050,2025-12-30,505.11,2026-01-25
INV-00838,C-1050,2025-12-30,1618.71,2026-02-05
INV-00839,C-1050,2026-01-04,1774.41,2026-01-20
INV-00840,C-1050,2026-01-27,830.54,2026-03-07
INV-00841,C-1050,2026-01-30,787.72,2026-03-03
INV-00842,C-1050,2026-02-09,480.95,2026-02-27
INV-00843,C-1050,2026-02-27,2616.34,
INV-00844,C-1050,2026-03-24,440.82,
INV-00845,C-1051,2025-01-02,50.00,2025-02-20
INV-00846,C-1051,2025-02-07,67.22,2025-03-03
INV-00847,C-1051,2025-02-13,605.76,2025-03-11
INV-00848,C-1051,2025-02-18,1339.91,2025-03-26
INV-00849,C-1051,2025-02-19,204.80,2025-03-13
INV-00850,C-1051,2025-03-14,2970.67,2025-04-07
INV-00851,C-1051,2025-03-15,1482.46,2025-04-05
INV-00852,C-1051,2025-04-30,1385.04,2025-05-28
INV-00853,C-1051,2025-05-02,898.04,2025-05-29
INV-00854,C-1051,2025-05-09,380.59,
INV-00855,C-1051,2025-06-16,1314.90,2025-07-26
INV-00856,C-1051,2025-06-20,50.00,2025-07-21
INV-00857,C-1051,2025-08-04,1224.44,2025-09-05
INV-00858,C-1051,2025-08-19,2076.73,2025-10-01
INV-00859,C-1051,2025-09-12,1962.94,2025-09-28
INV-00860,C-1051,2025-10-20,688.12,2025-11-29
INV-00861,C-1051,2025-10-27,1212.72,2025-11-25
INV-00862,C-1051,2025-11-10,1489.58,2025-12-21
INV-00863,C-1051,2025-11-21,514.54,2026-01-01
INV-00864,C-1051,2025-11-24,2431.23,2025-12-20
INV-00865,C-1051,2025-12-01,1260.66,2026-01-10
INV-00866,C-1051,2025-12-05,1687.51,2026-01-10
INV-00867,C-1051,2025-12-22,1660.25,2026-01-20
INV-00868,C-1051,2025-12-29,1455.23,2026-01-12
INV-00869,C-1051,2026-01-31,1518.37,2026-03-11
INV-00870,C-1052,2025-01-18,1348.11,2025-02-23
INV-00871,C-1052,2025-01-18,1433.42,2025-02-13
INV-00872,C-1052,2025-01-20,736.33,2025-02-21
INV-00873,C-1052,2025-02-13,1291.99,2025-03-11
INV-00874,C-1052,2025-02-21,1315.64,2025-04-08
INV-00875,C-1052,2025-02-24,1500.67,2025-03-18
INV-00876,C-1052,2025-03-31,1933.25,2025-05-20
INV-00877,C-1052,2025-04-07,2348.40,2025-05-17
INV-00878,C-1052,2025-04-10,1598.87,
INV-00879,C-1052,2025-04-10,1871.46,2025-05-10
INV-00880,C-1052,2025-04-21,1807.19,2025-05-25
INV-00881,C-1052,2025-04-29,2392.78,2025-05-28
INV-00882,C-1052,2025-05-29,426.96,2025-07-14
INV-00883,C-1052,2025-06-15,2316.96,2025-07-22
INV-00884,C-1052,2025-06-20,1264.82,2025-07-24
INV-00885,C-1052,2025-06-23,1278.98,2025-08-02
INV-00886,C-1052,2025-07-01,1420.07,2025-08-06
INV-00887,C-1052,2025-07-14,1856.72,2025-08-02
INV-00888,C-1052,2025-07-26,1698.51,2025-08-28
INV-00889,C-1052,2025-09-20,2304.50,2025-10-15
INV-00890,C-1052,2025-09-28,1163.63,2025-10-31
INV-00891,C-1052,2025-11-05,1655.60,2025-11-30
INV-00892,C-1052,2025-11-20,2215.62,2025-12-16
INV-00893,C-1052,2025-11-22,483.58,2025-12-21
INV-00894,C-1052,2025-11-25,1227.91,2026-01-04
INV-00895,C-1052,2025-12-25,2644.92,2026-01-23
INV-00896,C-1052,2026-01-26,2382.48,2026-02-18
INV-00897,C-1052,2026-02-01,1658.86,
INV-00898,C-1052,2026-03-17,1300.45,
INV-00899,C-1052,2026-03-22,2265.96,
INV-00900,C-1052,2026-03-24,2897.58,
INV-00901,C-1052,2026-03-24,1999.57,
INV-00902,C-1053,2025-01-08,2794.57,2025-01-26
INV-00903,C-1053,2025-01-20,3135.02,2025-02-08
INV-00904,C-1053,2025-02-17,2594.70,2025-04-01
INV-00905,C-1053,2025-02-21,2488.28,2025-03-18
INV-00906,C-1053,2025-03-07,2218.06,2025-04-02
INV-00907,C-1053,2025-03-20,239.82,2025-04-15
INV-00908,C-1053,2025-03-24,1905.42,2025-04-04
INV-00909,C-1053,2025-04-03,2245.86,2025-05-01
INV-00910,C-1053,2025-04-29,2142.64,2025-05-27
INV-00911,C-1053,2025-06-04,2512.19,2025-07-01
INV-00912,C-1053,2025-06-14,2848.26,2025-07-14
INV-00913,C-1053,2025-06-27,2618.55,2025-07-08
INV-00914,C-1053,2025-06-27,1873.39,2025-07-17
INV-00915,C-1053,2025-06-29,2084.20,2025-08-01
INV-00916,C-1053,2025-07-02,2034.11,2025-07-28
INV-00917,C-1053,2025-07-29,1272.20,2025-09-05
INV-00918,C-1053,2025-08-12,2038.68,2025-09-18
INV-00919,C-1053,2025-08-12,2140.86,2025-09-05
INV-00920,C-1053,2025-08-30,1138.40,2025-09-17
INV-00921,C-1053,2025-09-08,2271.08,2025-10-23
INV-00922,C-1053,2025-09-10,1511.90,2025-10-16
INV-00923,C-1053,2025-09-12,3695.49,2025-10-14
INV-00924,C-1053,2025-09-27,2634.30,2025-10-27
INV-00925,C-1053,2025-11-19,1912.43,2025-12-16
INV-00926,C-1053,2025-12-14,2274.73,2026-01-02
INV-00927,C-1053,2025-12-19,2685.04,2026-02-01
INV-00928,C-1053,2026-01-11,2373.45,2026-02-06
INV-00929,C-1053,2026-02-25,3129.29,
INV-00930,C-1053,2026-02-28,1980.08,2026-03-22
INV-00931,C-1053,2026-03-10,2027.55,
INV-00932,C-1053,2026-03-13,2471.27,
INV-00933,C-1053,2026-03-25,2205.26,
INV-00934,C-1054,2025-01-29,2488.85,2025-03-08
INV-00935,C-1054,2025-02-11,1131.00,2025-04-08
INV-00936,C-1054,2025-03-22,3595.45,2025-04-16
INV-00937,C-1054,2025-03-26,1285.22,2025-04-21
INV-00938,C-1054,2025-05-02,1578.01,2025-06-03
INV-00939,C-1054,2025-05-13,1267.21,2025-06-17
INV-00940,C-1054,2025-05-13,1805.38,2025-06-12
INV-00941,C-1054,2025-06-30,1418.73,2025-08-01
INV-00942,C-1054,2025-07-03,1422.12,2025-07-22
INV-00943,C-1054,2025-07-16,849.06,2025-08-18
INV-00944,C-1054,2025-08-19,2370.38,2025-09-16
INV-00945,C-1054,2025-08-20,1757.50,2025-09-28
INV-00946,C-1054,2025-08-22,1678.40,2025-09-24
INV-00947,C-1054,2025-09-15,3621.03,2025-10-12
INV-00948,C-1054,2025-09-25,1068.34,2025-10-25
INV-00949,C-1054,2025-09-29,1941.26,2025-10-14
INV-00950,C-1054,2025-10-09,1826.97,
INV-00951,C-1054,2025-10-27,1787.01,2025-11-22
INV-00952,C-1054,2025-10-30,1176.88,2025-12-07
INV-00953,C-1054,2025-11-24,2918.86,
INV-00954,C-1054,2025-12-09,571.16,2026-01-19
INV-00955,C-1054,2025-12-17,1407.28,2026-01-09
INV-00956,C-1054,2026-02-09,1249.24,2026-03-12
INV-00957,C-1054,2026-03-05,1968.38,
INV-00958,C-1054,2026-03-12,1250.34,
INV-00959,C-1055,2025-01-19,1169.94,2025-02-17
INV-00960,C-1055,2025-01-21,2424.17,2025-02-26
INV-00961,C-1055,2025-01-26,2103.73,2025-02-18
INV-00962,C-1055,2025-02-15,3168.24,2025-03-20
INV-00963,C-1055,2025-02-16,3300.32,2025-03-15
INV-00964,C-1055,2025-04-13,2490.53,
INV-00965,C-1055,2025-04-19,1927.66,2025-05-21
INV-00966,C-1055,2025-04-27,2685.90,2025-05-25
INV-00967,C-1055,2025-05-22,1982.89,2025-06-17
INV-00968,C-1055,2025-06-29,2813.90,2025-07-30
INV-00969,C-1055,2025-08-16,1981.55,2025-08-28
INV-00970,C-1055,2025-09-04,2135.14,2025-09-25
INV-00971,C-1055,2025-09-05,2017.19,2025-10-04
INV-00972,C-1055,2025-10-23,2452.93,2025-11-19
INV-00973,C-1055,2025-11-26,1853.58,2025-12-12
INV-00974,C-1055,2025-11-29,1997.50,2025-12-18
INV-00975,C-1055,2025-12-01,2777.07,2026-01-10
INV-00976,C-1055,2025-12-20,2024.12,2026-01-09
INV-00977,C-1055,2026-01-16,2017.96,2026-02-23
INV-00978,C-1055,2026-01-17,2204.77,2026-02-21
INV-00979,C-1055,2026-01-26,2293.33,2026-02-17
INV-00980,C-1055,2026-01-27,2430.01,2026-02-27
INV-00981,C-1055,2026-01-30,2896.35,2026-03-12
INV-00982,C-1055,2026-02-02,1935.97,2026-02-18
INV-00983,C-1055,2026-03-19,2374.43,
INV-00984,C-1056,2025-01-03,1309.75,2025-02-07
INV-00985,C-1056,2025-01-05,1791.36,2025-02-04
INV-00986,C-1056,2025-01-15,2023.49,2025-02-27
INV-00987,C-1056,2025-01-19,2437.54,2025-03-04
